;link;id;Landscape;Portrait;Documentary;Other (photo) with description;Text;Other (picture) with description;Directly related;Indirectly related;Positiv;Negative;Likeseeker;refugees help;meeting refugees;sea crossing;public demonstration;refugees documentary;konferenz;opinion;ref. Lager;humnanism;others;;;;
122863;https://www.instagram.com/p/71GYHVjR9Z/;1077795731249373017_1225838;;;;;;;;;;;;;;;;;;;;;;;;;
56604;https://www.instagram.com/p/7hWAUAyHxP/;1072234964802108495_16639638;;;;;;;;;;;;;;;;;;;;;;;;;
64558;https://www.instagram.com/p/7QolQLsdgl/;1067531593543964709_35228189;;;;;;;;;;;;;;;;;;;;;;;;;
5681;https://www.instagram.com/p/_AQTIni3h9/;1134978789764987005_2203795733;;;;;;;;;;;;;;;;;;;;;;;;;
26018;https://www.instagram.com/p/9sez9gjSD9/;1111398720186687741_1608425839;;;;;;;;;;;;;;;;;;;;;;;;;
126548;https://www.instagram.com/p/5dvESzPO-0/;1035190492615995316_186358898;;;;;;;;;;;;;;;;;;;;;;;;;
32537;https://www.instagram.com/p/9D4NkbCrfj/;1099969957074745315_302290684;;;;;;;;;;;;;;;;;;;;;;;;;
83625;https://www.instagram.com/p/3bs6UdzES-/;998589264143598782_609919880;;;;;;;;;;;;;;;;;;;;;;;;;
43426;https://www.instagram.com/p/8HyaoBzEuU/;1083055967417682836_1716769881;;;;;;;;;;;;;;;;;;;;;;;;;
84824;https://www.instagram.com/p/21BtGDBFA3/;987703190193721399_661870275;;;;;;;;;;;;;;;;;;;;;;;;;
38171;https://www.instagram.com/p/8gHfmFiq7I/;1089904067348180680_281030682;;;;;;;;;;;;;;;;;;;;;;;;;
24554;https://www.instagram.com/p/91uOTLEQJi/;1113999775643009634_2239436087;;;;;;;;;;;;;;;;;;;;;;;;;
27198;https://www.instagram.com/p/9lJD8ECsKL/;1109332736286048907_2261385687;;;;;;;;;;;;;;;;;;;;;;;;;
28312;https://www.instagram.com/p/9djdqtzEh2/;1107197053761243254_1716769881;;;;;;;;;;;;;;;;;;;;;;;;;
3387;https://www.instagram.com/p/_KgMsDlexW/;1137863465291344982_51001402;;;;;;;;;;;;;;;;;;;;;;;;;
90304;https://www.instagram.com/p/z0Wf0WqjuM/;933469966314388364_1388007701;;;;;;;;;;;;;;;;;;;;;;;;;
69495;https://www.instagram.com/p/7LMkZALtlv/;1066001014109165935_294012997;;;;;;;;;;;;;;;;;;;;;;;;;
19359;https://www.instagram.com/p/-NZOltRCc4/;1120662836008462136_1022569360;;;;;;;;;;;;;;;;;;;;;;;;;
2463;https://www.instagram.com/p/_Op__nu8w2/;1139032473317657654_9603826;;;;;;;;;;;;;;;;;;;;;;;;;
109504;https://www.instagram.com/p/cCLf-0qB5f/;505016684489743967_13612566;;;;;;;;;;;;;;;;;;;;;;;;;
101949;https://www.instagram.com/p/paiPX8mPRH/;746059278369485895_6536596;;;;;;;;;;;;;;;;;;;;;;;;;
73295;https://www.instagram.com/p/69fhhri8Xt/;1062143730477942253_9450752;;;;;;;;;;;;;;;;;;;;;;;;;
48193;https://www.instagram.com/p/72JXYTsvLD/;1078090349868675779_2199693259;;;;;;;;;;;;;;;;;;;;;;;;;
119932;https://www.instagram.com/p/8-8S5erGr3/;1098580540584127223_1248737841;;;;;;;;;;;;;;;;;;;;;;;;;
37681;https://www.instagram.com/p/8ikIydDpBz/;1090592993381879923_4230931;;;;;;;;;;;;;;;;;;;;;;;;;
44625;https://www.instagram.com/p/8COtNljlqv/;1081491540138678959_3875917;;;;;;;;;;;;;;;;;;;;;;;;;
69377;https://www.instagram.com/p/7LSMyVh-6D/;1066025780322496131_904110506;;;;;;;;;;;;;;;;;;;;;;;;;
101775;https://www.instagram.com/p/peY8FgKjm2/;747144270383298998_1388007701;;;;;;;;;;;;;;;;;;;;;;;;;
44112;https://www.instagram.com/p/8EUrYbrlhv/;1082080752577697903_391587965;;;;;;;;;;;;;;;;;;;;;;;;;
1210;https://www.instagram.com/p/_VG8YxAnK6/;1140848618648007354_1350840155;;;;;;;;;;;;;;;;;;;;;;;;;
36037;https://www.instagram.com/p/8tPGfZEfRP/;1093596701242029135_2231976148;;;;;;;;;;;;;;;;;;;;;;;;;
55695;https://www.instagram.com/p/7iZXoCxzLl/;1072531235974623973_2180684555;;;;;;;;;;;;;;;;;;;;;;;;;
95412;https://www.instagram.com/p/wJz3bOOtSa/;867452512418583706_175318764;;;;;;;;;;;;;;;;;;;;;;;;;
43092;https://www.instagram.com/p/8JD2wyxcNC/;1083414142742020930_1933609463;;;;;;;;;;;;;;;;;;;;;;;;;
37893;https://www.instagram.com/p/8ho2SAt5dy/;1090332236851943282_421588556;;;;;;;;;;;;;;;;;;;;;;;;;
48386;https://www.instagram.com/p/71Cxq2jUnZ/;1077779895184869849_177960849;;;;;;;;;;;;;;;;;;;;;;;;;
21009;https://www.instagram.com/p/-JgltUDSJs/;1119569311142060652_1608425839;;;;;;;;;;;;;;;;;;;;;;;;;
85711;https://www.instagram.com/p/2W-Mlsk4ZB/;979243512993384001_1729211248;;;;;;;;;;;;;;;;;;;;;;;;;
140746;https://www.instagram.com/p/g012YkO4Xo/;591334284786894312_4303808;;;;;;;;;;;;;;;;;;;;;;;;;
17275;https://www.instagram.com/p/-Ri9apTJc9/;1121831536271595325_214544900;;;;;;;;;;;;;;;;;;;;;;;;;
75070;https://www.instagram.com/p/6p82pfGcdQ/;1056643225782699856_36856648;;;;;;;;;;;;;;;;;;;;;;;;;
98676;https://www.instagram.com/p/tBMna2PAaM/;810984893348316812_1071888840;;;;;;;;;;;;;;;;;;;;;;;;;
5109;https://www.instagram.com/p/_DESuKAVGJ/;1135770409724105097_1547735083;;;;;;;;;;;;;;;;;;;;;;;;;
55796;https://www.instagram.com/p/7iTHVyJvEC/;1072503728577638658_633077491;;;;;;;;;;;;;;;;;;;;;;;;;
89777;https://www.instagram.com/p/0GcJ4bk4SL/;938561396723123339_1729211248;;;;;;;;;;;;;;;;;;;;;;;;;
100283;https://www.instagram.com/p/q-2LnWGDIU/;774294478626763284_1128096547;;;;;;;;;;;;;;;;;;;;;;;;;
92887;https://www.instagram.com/p/yKf_ctRHxv/;903675374834318447_480554382;;;;;;;;;;;;;;;;;;;;;;;;;
43848;https://www.instagram.com/p/8F8oddB9Y2/;1082537948647773750_1329940500;;;;;;;;;;;;;;;;;;;;;;;;;
97569;https://www.instagram.com/p/uLaNbXDp97/;831873828120338299_1462025934;;;;;;;;;;;;;;;;;;;;;;;;;
33545;https://www.instagram.com/p/889SwVGLtx/;1098021978852866929_346581;;;;;;;;;;;;;;;;;;;;;;;;;
51814;https://www.instagram.com/p/7r_RxSCqQy/;1075231234135335986_1756620680;;;;;;;;;;;;;;;;;;;;;;;;;
33350;https://www.instagram.com/p/8-p2WGulkI/;1098499413618874632_26138733;;;;;;;;;;;;;;;;;;;;;;;;;
3553;https://www.instagram.com/p/_KJdLcoSSA/;1137763443439379584_2315927120;;;;;;;;;;;;;;;;;;;;;;;;;
24909;https://www.instagram.com/p/9zE99lSVmk/;1113255383088585124_20729693;;;;;;;;;;;;;;;;;;;;;;;;;
136290;https://www.instagram.com/p/7ai2car7iI/;1070321136399530120_596383053;;;;;;;;;;;;;;;;;;;;;;;;;
125332;https://www.instagram.com/p/7Pfb4smz65/;1067209892455726777_24281742;;;;;;;;;;;;;;;;;;;;;;;;;
48487;https://www.instagram.com/p/70yb96rRzH/;1077708035082493127_250417886;;;;;;;;;;;;;;;;;;;;;;;;;
32685;https://www.instagram.com/p/9C49t0MvF7/;1099691790718660987_2199693259;;;;;;;;;;;;;;;;;;;;;;;;;
39904;https://www.instagram.com/p/8X9SMLgia8/;1087607365899003580_1452120136;;;;;;;;;;;;;;;;;;;;;;;;;
119245;https://www.instagram.com/p/9WYTimR-dy/;1105177654501828466_327369600;;;;;;;;;;;;;;;;;;;;;;;;;
82113;https://www.instagram.com/p/4E4FWOMnJb/;1010178874500346459_322368227;;;;;;;;;;;;;;;;;;;;;;;;;
59918;https://www.instagram.com/p/7aJit6MoFv/;1070209829629493615_37148231;;;;;;;;;;;;;;;;;;;;;;;;;
52003;https://www.instagram.com/p/7rJH-zK_rA/;1074993066943445696_392813;;;;;;;;;;;;;;;;;;;;;;;;;
13210;https://www.instagram.com/p/-dt0aDuoJx/;1125256995398124145_2290928743;;;;;;;;;;;;;;;;;;;;;;;;;
38252;https://www.instagram.com/p/8fw9U_N5Xi/;1089804955503007202_421588556;;;;;;;;;;;;;;;;;;;;;;;;;
26807;https://www.instagram.com/p/9njWH9uFcX/;1110011285178177303_216563604;;;;;;;;;;;;;;;;;;;;;;;;;
25265;https://www.instagram.com/p/9wzJSOhju0/;1112614046378900404_2213025397;;;;;;;;;;;;;;;;;;;;;;;;;
54936;https://www.instagram.com/p/7kBTn3hYHc/;1072988357745017308_19895351;;;;;;;;;;;;;;;;;;;;;;;;;
130181;https://www.instagram.com/p/-XQ5okLahB/;1123440961363224641_998292921;;;;;;;;;;;;;;;;;;;;;;;;;
2717;https://www.instagram.com/p/_NFgh9iwQF/;1138590506516415493_1756890704;;;;;;;;;;;;;;;;;;;;;;;;;
65404;https://www.instagram.com/p/7PyNmYBL7N/;1067292473594003149_6225302;;;;;;;;;;;;;;;;;;;;;;;;;
89468;https://www.instagram.com/p/0OIwUCESzW/;940727876583501014_13881098;;;;;;;;;;;;;;;;;;;;;;;;;
138096;https://www.instagram.com/p/7KUcMfk90y/;1065754160316800306_49436270;;;;;;;;;;;;;;;;;;;;;;;;;
16274;https://www.instagram.com/p/-T1lm4QUA5/;1122476412977102905_547689175;;;;;;;;;;;;;;;;;;;;;;;;;
58025;https://www.instagram.com/p/7dukpvxuj3/;1071217115249699063_33204537;;;;;;;;;;;;;;;;;;;;;;;;;
35616;https://www.instagram.com/p/8vsDTuiM07/;1094286975861050683_24840562;;;;;;;;;;;;;;;;;;;;;;;;;
123789;https://www.instagram.com/p/7lMBHKFS_X/;1073316939160694743_197796354;;;;;;;;;;;;;;;;;;;;;;;;;
33921;https://www.instagram.com/p/86gMFGk9Se/;1097331026819273886_53571268;;;;;;;;;;;;;;;;;;;;;;;;;
76015;https://www.instagram.com/p/6YZ7vgvTzG/;1051704569618054342_1654358918;;;;;;;;;;;;;;;;;;;;;;;;;
73719;https://www.instagram.com/p/66lnTww16X/;1061326091198881431_2124310;;;;;;;;;;;;;;;;;;;;;;;;;
128058;https://www.instagram.com/p/_Ci15vTbon/;1135623293761337895_1648644973;;;;;;;;;;;;;;;;;;;;;;;;;
101526;https://www.instagram.com/p/pp--duSRdP/;750407784340199247_7309676;;;;;;;;;;;;;;;;;;;;;;;;;
76826;https://www.instagram.com/p/6FHp22QmLV/;1046276151150011093_230499247;;;;;;;;;;;;;;;;;;;;;;;;;
32769;https://www.instagram.com/p/9CD7JbIkiJ/;1099458517739391113_2090877193;;;;;;;;;;;;;;;;;;;;;;;;;
86490;https://www.instagram.com/p/18ZD2UG6Nz/;971761835245806451_242916767;;;;;;;;;;;;;;;;;;;;;;;;;
6997;https://www.instagram.com/p/-4tJ2grKij/;1132853895382214819_2278977857;;;;;;;;;;;;;;;;;;;;;;;;;
40182;https://www.instagram.com/p/8WUFjlTLJU/;1087144702790906452_319944907;;;;;;;;;;;;;;;;;;;;;;;;;
86392;https://www.instagram.com/p/1_GmxsS4lB/;972525097510996289_347964833;;;;;;;;;;;;;;;;;;;;;;;;;
26580;https://www.instagram.com/p/9ooNZ8ng3B/;1110314151221005761_278336922;;;;;;;;;;;;;;;;;;;;;;;;;
33565;https://www.instagram.com/p/882wmUCxY4/;1097993243356501560_14520708;;;;;;;;;;;;;;;;;;;;;;;;;
69020;https://www.instagram.com/p/7Lil8wm4Fg/;1066097878245278048_207321759;;;;;;;;;;;;;;;;;;;;;;;;;
35307;https://www.instagram.com/p/8x1SD7oaAw/;1094890522065084464_1169422151;;;;;;;;;;;;;;;;;;;;;;;;;
56341;https://www.instagram.com/p/7h18eLxFlL/;1072375438334253387_323064373;;;;;;;;;;;;;;;;;;;;;;;;;
8376;https://www.instagram.com/p/-yT8C5FZrR/;1131054145580931793_261781381;;;;;;;;;;;;;;;;;;;;;;;;;
124821;https://www.instagram.com/p/7U40osB59v/;1068728919299432303_5250486;;;;;;;;;;;;;;;;;;;;;;;;;
111391;https://www.instagram.com/p/WoNEeGpITm/;407633248083281126_767336;;;;;;;;;;;;;;;;;;;;;;;;;
30254;https://www.instagram.com/p/9RjYtMJuMm/;1103819013100069670_1591052487;;;;;;;;;;;;;;;;;;;;;;;;;
32450;https://www.instagram.com/p/9EQx8yDUY6/;1100078010248021562_207160848;;;;;;;;;;;;;;;;;;;;;;;;;
76021;https://www.instagram.com/p/6YYYAxNMGp/;1051697716200260009_1943603375;;;;;;;;;;;;;;;;;;;;;;;;;
52069;https://www.instagram.com/p/7qyX70pDCa/;1074893008188747930_1215757315;;;;;;;;;;;;;;;;;;;;;;;;;
71759;https://www.instagram.com/p/7Gpb1iEzpE/;1064720594732530244_810686229;;;;;;;;;;;;;;;;;;;;;;;;;
66237;https://www.instagram.com/p/7OWF6BicZ1/;1066887324656846453_541500624;;;;;;;;;;;;;;;;;;;;;;;;;
89791;https://www.instagram.com/p/0GMcl2NQyA/;938492313694702720_742718394;;;;;;;;;;;;;;;;;;;;;;;;;
28581;https://www.instagram.com/p/9bw4Fmr9yC/;1106693093990587522_1710733062;;;;;;;;;;;;;;;;;;;;;;;;;
23223;https://www.instagram.com/p/9-sevVQwtK/;1116525384087833418_14919289;;;;;;;;;;;;;;;;;;;;;;;;;
136172;https://www.instagram.com/p/7cMPCKrI2z/;1070784621084183987_1925312850;;;;;;;;;;;;;;;;;;;;;;;;;
120573;https://www.instagram.com/p/8lcJWSodwj/;1091402272419732515_29332166;;;;;;;;;;;;;;;;;;;;;;;;;
5402;https://www.instagram.com/p/_B4GZeE1Aw/;1135435311343685680_2221236235;;;;;;;;;;;;;;;;;;;;;;;;;
74709;https://www.instagram.com/p/6vPXXEgRQo/;1058132013472617512_634820068;;;;;;;;;;;;;;;;;;;;;;;;;
73281;https://www.instagram.com/p/69kP8Ulm0K/;1062164512365767946_1360986434;;;;;;;;;;;;;;;;;;;;;;;;;
15218;https://www.instagram.com/p/-WxVnQjkGX/;1123302146617262487_1126420911;;;;;;;;;;;;;;;;;;;;;;;;;
6332;https://www.instagram.com/p/-8qQgQu_Gu/;1133967058296107438_287948835;;;;;;;;;;;;;;;;;;;;;;;;;
2844;https://www.instagram.com/p/_Mn7CuKh2I/;1138460387002949000_2264247694;;;;;;;;;;;;;;;;;;;;;;;;;
32716;https://www.instagram.com/p/9CYYCXJznl/;1099548463951460837_40757509;;;;;;;;;;;;;;;;;;;;;;;;;
48387;https://www.instagram.com/p/71CuSACkxN/;1077779662342081613_1553235658;;;;;;;;;;;;;;;;;;;;;;;;;
128836;https://www.instagram.com/p/-xFqhsolSM/;1130709894079599756_48032196;;;;;;;;;;;;;;;;;;;;;;;;;
102296;https://www.instagram.com/p/o_GGlIs2ZJ/;738335704382400073_42158288;;;;;;;;;;;;;;;;;;;;;;;;;
72556;https://www.instagram.com/p/7CvTuBjZW2/;1063620525287118262_18125868;;;;;;;;;;;;;;;;;;;;;;;;;
32227;https://www.instagram.com/p/9F1bOZl0zI/;1100520651314646216_1494386490;;;;;;;;;;;;;;;;;;;;;;;;;
49610;https://www.instagram.com/p/7xt3pLh3YT/;1076843521799321107_181740476;;;;;;;;;;;;;;;;;;;;;;;;;
78226;https://www.instagram.com/p/5fRBnyM0h1/;1035621317546821749_1810553281;;;;;;;;;;;;;;;;;;;;;;;;;
36624;https://www.instagram.com/p/8o4jdzNO6L/;1092371637421272715_180818386;;;;;;;;;;;;;;;;;;;;;;;;;
80957;https://www.instagram.com/p/4SpEyJpNwh/;1014053514745535521_12902358;;;;;;;;;;;;;;;;;;;;;;;;;
64441;https://www.instagram.com/p/7Qw9rAkcB5/;1067568455987871865_1902351135;;;;;;;;;;;;;;;;;;;;;;;;;
32559;https://www.instagram.com/p/9DtlunrCM3/;1099923238779888439_1377117823;;;;;;;;;;;;;;;;;;;;;;;;;
96749;https://www.instagram.com/p/u7tG2jDUR8/;845467738042090620_22965848;;;;;;;;;;;;;;;;;;;;;;;;;
58652;https://www.instagram.com/p/7cszH-StGL/;1070927838708421003_194889787;;;;;;;;;;;;;;;;;;;;;;;;;
61761;https://www.instagram.com/p/7Vx2r9PrCX/;1068979748899565719_206194011;;;;;;;;;;;;;;;;;;;;;;;;;
65914;https://www.instagram.com/p/7O6p5HhNCr/;1067048127259005099_4930307;;;;;;;;;;;;;;;;;;;;;;;;;
111475;https://www.instagram.com/p/WMbCyoGJ-w/;399813405983678384_14756574;;;;;;;;;;;;;;;;;;;;;;;;;
111099;https://www.instagram.com/p/X-ETeDJRAF/;431801544395264005_46152371;;;;;;;;;;;;;;;;;;;;;;;;;
66460;https://www.instagram.com/p/7OJgLvEHeU/;1066831955776010132_1901471052;;;;;;;;;;;;;;;;;;;;;;;;;
138358;https://www.instagram.com/p/686d8gs7X4/;1061980756688221688_1814703308;;;;;;;;;;;;;;;;;;;;;;;;;
90952;https://www.instagram.com/p/zY4vNGBA7v/;925739257904238319_371020258;;;;;;;;;;;;;;;;;;;;;;;;;
134154;https://www.instagram.com/p/8k8GeSHTzx/;1091261337354190065_2157861870;;;;;;;;;;;;;;;;;;;;;;;;;
472;https://www.instagram.com/p/_ZPoGMCPPf/;1142012706636231647_1933685571;;;;;;;;;;;;;;;;;;;;;;;;;
31660;https://www.instagram.com/p/9JFiULJerw/;1101435932225432304_186377425;;;;;;;;;;;;;;;;;;;;;;;;;
43120;https://www.instagram.com/p/8I-HGbQWy9/;1083388877202353341_1121559186;;;;;;;;;;;;;;;;;;;;;;;;;
31964;https://www.instagram.com/p/9HA4EhKuq-/;1100852487057500862_518012745;;;;;;;;;;;;;;;;;;;;;;;;;
56345;https://www.instagram.com/p/7h1nbDiXJr/;1072373991865938539_15815603;;;;;;;;;;;;;;;;;;;;;;;;;
80087;https://www.instagram.com/p/4pAKgYDejl/;1020347512534198501_20015889;;;;;;;;;;;;;;;;;;;;;;;;;
8558;https://www.instagram.com/p/-w_qrrR4N7/;1130683516515222395_304854575;;;;;;;;;;;;;;;;;;;;;;;;;
50739;https://www.instagram.com/p/7u2eMFqEiY/;1076036930063845528_1121317577;;;;;;;;;;;;;;;;;;;;;;;;;
77778;https://www.instagram.com/p/5tA76BkDdZ/;1039491205744834393_337341036;;;;;;;;;;;;;;;;;;;;;;;;;
43072;https://www.instagram.com/p/8JHTyeSZhN/;1083429331550181453_1311144709;;;;;;;;;;;;;;;;;;;;;;;;;
41664;https://www.instagram.com/p/8PKTEAm_VH/;1085131325659936071_196771788;;;;;;;;;;;;;;;;;;;;;;;;;
36090;https://www.instagram.com/p/8tDNH_BkDh/;1093544380587196641_196495399;;;;;;;;;;;;;;;;;;;;;;;;;
53133;https://www.instagram.com/p/7oCX8XFHnq/;1074118952580577770_1367256309;;;;;;;;;;;;;;;;;;;;;;;;;
56581;https://www.instagram.com/p/7hani_pFje/;1072255253134727390_567327325;;;;;;;;;;;;;;;;;;;;;;;;;
17065;https://www.instagram.com/p/-R22ISR2wk/;1121918996451912740_2284589570;;;;;;;;;;;;;;;;;;;;;;;;;
15179;https://www.instagram.com/p/-W1z_pTJ1H/;1123321826572541255_506914902;;;;;;;;;;;;;;;;;;;;;;;;;
104813;https://www.instagram.com/p/lAA57gLtW9/;666536725751715261_669077996;;;;;;;;;;;;;;;;;;;;;;;;;
35486;https://www.instagram.com/p/8wIjfTCCRY/;1094412332610102360_1493090520;;;;;;;;;;;;;;;;;;;;;;;;;
92656;https://www.instagram.com/p/yVVDjmBLkl/;906723503338993957_55165301;;;;;;;;;;;;;;;;;;;;;;;;;
94706;https://www.instagram.com/p/w0jAULxDve/;879481780544224222_23944365;;;;;;;;;;;;;;;;;;;;;;;;;
57484;https://www.instagram.com/p/7fSuyBkxQB/;1071657615984104449_969491220;;;;;;;;;;;;;;;;;;;;;;;;;
124533;https://www.instagram.com/p/7Y5kw1RK6m/;1069858126486089382_29949394;;;;;;;;;;;;;;;;;;;;;;;;;
81209;https://www.instagram.com/p/4NhF9VLn03/;1012611036214099255_15842974;;;;;;;;;;;;;;;;;;;;;;;;;
140717;https://www.instagram.com/p/hwf9OMDtEI/;608126496259625224_483020947;;;;;;;;;;;;;;;;;;;;;;;;;
15964;https://www.instagram.com/p/-UbKayS3Yd/;1122641670333756957_747549828;;;;;;;;;;;;;;;;;;;;;;;;;
13953;https://www.instagram.com/p/-bHi9IFrec/;1124525720380815260_1330551452;;;;;;;;;;;;;;;;;;;;;;;;;
32187;https://www.instagram.com/p/9GEIKfhTPV/;1100585312146764757_595615331;;;;;;;;;;;;;;;;;;;;;;;;;
112791;https://www.instagram.com/p/KDdeZSyI_R/;181118042116755409_6044642;;;;;;;;;;;;;;;;;;;;;;;;;
133641;https://www.instagram.com/p/9DWTtzFRp7/;1099820845877238395_179976349;;;;;;;;;;;;;;;;;;;;;;;;;
55995;https://www.instagram.com/p/7iJfyTOn4r/;1072461427999669803_261018742;;;;;;;;;;;;;;;;;;;;;;;;;
83699;https://www.instagram.com/p/3ZDUcCBjoZ/;997843391067077145_31940397;;;;;;;;;;;;;;;;;;;;;;;;;
24997;https://www.instagram.com/p/9ysNjKIcih/;1113146503064570017_270802161;;;;;;;;;;;;;;;;;;;;;;;;;
121518;https://www.instagram.com/p/8Pquo2yllL/;1085273958137878859_33519757;;;;;;;;;;;;;;;;;;;;;;;;;
43647;https://www.instagram.com/p/8Gj0dngkx4/;1082710297271225464_340440146;;;;;;;;;;;;;;;;;;;;;;;;;
55524;https://www.instagram.com/p/7ihhnpqWt5/;1072567107120098169_227352649;;;;;;;;;;;;;;;;;;;;;;;;;
105095;https://www.instagram.com/p/kuFWUyK5uy/;661489719647640498_539907789;;;;;;;;;;;;;;;;;;;;;;;;;
742;https://www.instagram.com/p/_XgI9XOxoj/;1141522383693879843_225633781;;;;;;;;;;;;;;;;;;;;;;;;;
5881;https://www.instagram.com/p/-_SFNUCFvM/;1134705153849973708_1204825533;;;;;;;;;;;;;;;;;;;;;;;;;
14201;https://www.instagram.com/p/-Z3SbLLKgA/;1124172740692846592_2278977857;;;;;;;;;;;;;;;;;;;;;;;;;
118477;https://www.instagram.com/p/9wpwCzoS-B/;1112572729416036225_2265517122;;;;;;;;;;;;;;;;;;;;;;;;;
74871;https://www.instagram.com/p/6tCVPtgAqX/;1057511743573461655_39580001;;;;;;;;;;;;;;;;;;;;;;;;;
75792;https://www.instagram.com/p/6djf93pMlP/;1053154016238029135_1526257353;;;;;;;;;;;;;;;;;;;;;;;;;
129085;https://www.instagram.com/p/-p5r3GEpku/;1128686884379334958_56026189;;;;;;;;;;;;;;;;;;;;;;;;;
27117;https://www.instagram.com/p/9ljnMIomiq/;1109449507933939882_2172687201;;;;;;;;;;;;;;;;;;;;;;;;;
127146;https://www.instagram.com/p/_SNjNehTtA/;1140033249935178560_1259350333;;;;;;;;;;;;;;;;;;;;;;;;;
18668;https://www.instagram.com/p/-O6Cl6LKoj/;1121088622102882851_2278977857;;;;;;;;;;;;;;;;;;;;;;;;;
126979;https://www.instagram.com/p/_WscidMU0A/;1141295030773828864_367708154;;;;;;;;;;;;;;;;;;;;;;;;;
78767;https://www.instagram.com/p/5NXkZ4ioMZ/;1030583546500776729_27840671;;;;;;;;;;;;;;;;;;;;;;;;;
66550;https://www.instagram.com/p/7OEUdZifhI/;1066809159875950664_1423320637;;;;;;;;;;;;;;;;;;;;;;;;;
122122;https://www.instagram.com/p/8DQHfnxDNp/;1081779219232732009_25959363;;;;;;;;;;;;;;;;;;;;;;;;;
47875;https://www.instagram.com/p/721amYryUv/;1078284085189616943_1036053016;;;;;;;;;;;;;;;;;;;;;;;;;
87258;https://www.instagram.com/p/1p_GOGA7XO/;966581099428033998_646060236;;;;;;;;;;;;;;;;;;;;;;;;;
102600;https://www.instagram.com/p/odIQh7Nrkq/;728775035014527274_611608501;;;;;;;;;;;;;;;;;;;;;;;;;
119144;https://www.instagram.com/p/9YysQIOKZv/;1105856651819787887_25118624;;;;;;;;;;;;;;;;;;;;;;;;;
63573;https://www.instagram.com/p/7Sm8eeBmbD/;1068087343292245699_710090408;;;;;;;;;;;;;;;;;;;;;;;;;
77644;https://www.instagram.com/p/5wjaFLyl2b/;1040487237823389083_181664758;;;;;;;;;;;;;;;;;;;;;;;;;
53000;https://www.instagram.com/p/7ociTKK_jy/;1074234013464131826_392813;;;;;;;;;;;;;;;;;;;;;;;;;
128581;https://www.instagram.com/p/-1SbWCK1-Y/;1131891925275336600_1594402774;;;;;;;;;;;;;;;;;;;;;;;;;
91436;https://www.instagram.com/p/zEmxFiLp5r/;920030722854395499_253687982;;;;;;;;;;;;;;;;;;;;;;;;;
44331;https://www.instagram.com/p/8DqIqUQMib/;1081893648645277851_2959145;;;;;;;;;;;;;;;;;;;;;;;;;
8906;https://www.instagram.com/p/-vYnBlEH-h/;1130230266364723105_1736776054;;;;;;;;;;;;;;;;;;;;;;;;;
120049;https://www.instagram.com/p/85j7VswoOF/;1097065993617965957_352709255;;;;;;;;;;;;;;;;;;;;;;;;;
34438;https://www.instagram.com/p/83aQbTAwGP/;1096460512318914959_2845191;;;;;;;;;;;;;;;;;;;;;;;;;
67492;https://www.instagram.com/p/7NSe96TbFu/;1066589979654599022_1236279971;;;;;;;;;;;;;;;;;;;;;;;;;
54201;https://www.instagram.com/p/7lVonpnUHN/;1073359236527636941_193901871;;;;;;;;;;;;;;;;;;;;;;;;;
26995;https://www.instagram.com/p/9mF8-HSf7b/;1109600538288848603_812554734;;;;;;;;;;;;;;;;;;;;;;;;;
98060;https://www.instagram.com/p/tqRpXVkfnY/;822547491295721944_787686149;;;;;;;;;;;;;;;;;;;;;;;;;
130188;https://www.instagram.com/p/-XNjNbuCgv/;1123426226262255663_363433593;;;;;;;;;;;;;;;;;;;;;;;;;
7786;https://www.instagram.com/p/-1CN9ztU5E/;1131820637165538884_51683410;;;;;;;;;;;;;;;;;;;;;;;;;
95673;https://www.instagram.com/p/v63F_eTaXA/;863244582904505792_13604968;;;;;;;;;;;;;;;;;;;;;;;;;
38515;https://www.instagram.com/p/8d8gP6NiiU/;1089292783790205076_1142978465;;;;;;;;;;;;;;;;;;;;;;;;;
131198;https://www.instagram.com/p/-PutoaDvc6/;1121320278141368122_10145956;;;;;;;;;;;;;;;;;;;;;;;;;
118330;https://www.instagram.com/p/93LzJwIHgD/;1114411326473533443_54287077;;;;;;;;;;;;;;;;;;;;;;;;;
53652;https://www.instagram.com/p/7nG7-XqDiL/;1073857545848240267_1787872573;;;;;;;;;;;;;;;;;;;;;;;;;
10000;https://www.instagram.com/p/-pYTaGJQba/;1128540068439721690_2299327368;;;;;;;;;;;;;;;;;;;;;;;;;
101806;https://www.instagram.com/p/peDPZBsMm6/;747048839993674170_458173121;;;;;;;;;;;;;;;;;;;;;;;;;
32474;https://www.instagram.com/p/9EK92HyxzK/;1100052439451245770_549734806;;;;;;;;;;;;;;;;;;;;;;;;;
53854;https://www.instagram.com/p/7mjmZKJQLV/;1073702131156189909_288802367;;;;;;;;;;;;;;;;;;;;;;;;;
75513;https://www.instagram.com/p/6jxlrHQ4yQ/;1054904830927277200_2064984322;;;;;;;;;;;;;;;;;;;;;;;;;
47058;https://www.instagram.com/p/75baWQp_ua/;1079014143595903898_203917557;;;;;;;;;;;;;;;;;;;;;;;;;
37756;https://www.instagram.com/p/8iL8v4gQCv/;1090486612871151791_1683645063;;;;;;;;;;;;;;;;;;;;;;;;;
41313;https://www.instagram.com/p/8QzbAvHMK7/;1085593666784641723_1437356839;;;;;;;;;;;;;;;;;;;;;;;;;
